layer,head,metric,auroc,direction
1,23,spectral_entropy_norm,1.0,1.0
1,23,hfer,1.0,-1.0
1,23,spectral_radius,1.0,-1.0
1,24,fiedler_value,1.0,-1.0
1,24,connectivity_ratio,1.0,-1.0
1,24,spectral_entropy_norm,1.0,1.0
1,24,hfer,1.0,1.0
1,24,spectral_radius,1.0,1.0
1,25,fiedler_value,1.0,1.0
1,25,connectivity_ratio,1.0,-1.0
1,25,spectral_entropy_norm,1.0,1.0
1,25,hfer,1.0,-1.0
1,25,spectral_radius,1.0,1.0
1,26,fiedler_value,1.0,1.0
1,26,connectivity_ratio,1.0,1.0
1,26,spectral_entropy_norm,1.0,1.0
1,26,hfer,1.0,-1.0
1,26,spectral_radius,1.0,1.0
1,27,fiedler_value,1.0,-1.0
1,27,connectivity_ratio,1.0,-1.0
1,27,spectral_entropy_norm,1.0,1.0
1,27,hfer,1.0,-1.0
1,27,spectral_radius,1.0,1.0
1,28,fiedler_value,1.0,-1.0
1,28,connectivity_ratio,1.0,1.0
1,28,spectral_entropy_norm,1.0,1.0
1,28,hfer,1.0,-1.0
1,28,spectral_radius,1.0,-1.0
1,29,fiedler_value,1.0,-1.0
1,29,connectivity_ratio,1.0,-1.0
1,29,spectral_entropy_norm,1.0,1.0
1,29,hfer,1.0,-1.0
1,29,spectral_radius,1.0,-1.0
1,30,fiedler_value,1.0,-1.0
1,30,connectivity_ratio,1.0,-1.0
1,30,spectral_entropy_norm,1.0,1.0
1,30,hfer,1.0,-1.0
1,30,spectral_radius,1.0,1.0
1,31,fiedler_value,1.0,-1.0
1,31,connectivity_ratio,1.0,-1.0
1,31,spectral_entropy_norm,1.0,1.0
1,31,hfer,1.0,-1.0
1,31,spectral_radius,1.0,-1.0
2,0,fiedler_value,1.0,-1.0
2,0,connectivity_ratio,1.0,1.0
2,0,spectral_entropy_norm,1.0,1.0
2,0,hfer,1.0,1.0
2,0,spectral_radius,1.0,-1.0
2,1,fiedler_value,1.0,-1.0
2,1,connectivity_ratio,1.0,-1.0
2,1,spectral_entropy_norm,1.0,1.0
2,1,hfer,1.0,1.0
2,1,spectral_radius,1.0,1.0
2,2,fiedler_value,1.0,-1.0
2,2,connectivity_ratio,1.0,-1.0
2,2,spectral_entropy_norm,1.0,-1.0
2,2,hfer,1.0,1.0
2,2,spectral_radius,1.0,-1.0
2,3,fiedler_value,1.0,-1.0
2,3,connectivity_ratio,1.0,-1.0
2,3,spectral_entropy_norm,1.0,1.0
2,3,hfer,1.0,-1.0
2,3,spectral_radius,1.0,-1.0
2,4,fiedler_value,1.0,-1.0
2,4,connectivity_ratio,1.0,-1.0
2,4,spectral_entropy_norm,1.0,1.0
2,4,hfer,1.0,-1.0
2,4,spectral_radius,1.0,-1.0
2,5,fiedler_value,1.0,-1.0
2,5,connectivity_ratio,1.0,-1.0
2,5,spectral_entropy_norm,1.0,1.0
2,5,hfer,1.0,-1.0
2,5,spectral_radius,1.0,-1.0
2,6,fiedler_value,1.0,-1.0
2,6,connectivity_ratio,1.0,-1.0
2,6,spectral_entropy_norm,1.0,1.0
2,6,hfer,1.0,-1.0
2,6,spectral_radius,1.0,-1.0
2,7,fiedler_value,1.0,-1.0
2,7,connectivity_ratio,1.0,-1.0
2,7,spectral_entropy_norm,1.0,1.0
2,7,hfer,1.0,-1.0
2,7,spectral_radius,1.0,1.0
2,8,fiedler_value,1.0,-1.0
2,8,connectivity_ratio,1.0,-1.0
2,8,spectral_entropy_norm,1.0,1.0
2,8,hfer,1.0,1.0
2,8,spectral_radius,1.0,-1.0
2,9,fiedler_value,1.0,-1.0
2,9,connectivity_ratio,1.0,-1.0
2,9,spectral_entropy_norm,1.0,1.0
2,9,hfer,1.0,1.0
2,9,spectral_radius,1.0,-1.0
2,10,fiedler_value,1.0,-1.0
2,10,connectivity_ratio,1.0,-1.0
2,10,spectral_entropy_norm,1.0,1.0
2,10,hfer,1.0,1.0
2,10,spectral_radius,1.0,-1.0
2,11,fiedler_value,1.0,-1.0
2,11,connectivity_ratio,1.0,-1.0
2,11,spectral_entropy_norm,1.0,1.0
2,11,hfer,1.0,-1.0
2,11,spectral_radius,1.0,1.0
2,12,fiedler_value,1.0,-1.0
2,12,connectivity_ratio,1.0,-1.0
2,12,spectral_entropy_norm,1.0,1.0
2,12,hfer,1.0,1.0
2,12,spectral_radius,1.0,1.0
2,13,fiedler_value,1.0,-1.0
2,13,connectivity_ratio,1.0,-1.0
2,13,spectral_entropy_norm,1.0,1.0
2,13,hfer,1.0,-1.0
2,13,spectral_radius,1.0,1.0
2,14,fiedler_value,1.0,-1.0
2,14,connectivity_ratio,1.0,1.0
2,14,spectral_entropy_norm,1.0,1.0
2,14,hfer,1.0,1.0
2,14,spectral_radius,1.0,-1.0
2,15,fiedler_value,1.0,-1.0
2,15,connectivity_ratio,1.0,-1.0
2,15,spectral_entropy_norm,1.0,1.0
2,15,hfer,1.0,1.0
2,15,spectral_radius,1.0,-1.0
2,16,fiedler_value,1.0,-1.0
2,16,connectivity_ratio,1.0,-1.0
2,16,spectral_entropy_norm,1.0,1.0
2,16,hfer,1.0,-1.0
2,16,spectral_radius,1.0,1.0
2,17,fiedler_value,1.0,-1.0
2,17,connectivity_ratio,1.0,-1.0
2,17,spectral_entropy_norm,1.0,1.0
2,17,hfer,1.0,-1.0
2,17,spectral_radius,1.0,-1.0
2,18,fiedler_value,1.0,-1.0
2,18,connectivity_ratio,1.0,1.0
2,18,spectral_entropy_norm,1.0,1.0
2,18,hfer,1.0,-1.0
2,18,spectral_radius,1.0,-1.0
2,19,fiedler_value,1.0,1.0
2,19,connectivity_ratio,1.0,1.0
2,19,spectral_entropy_norm,1.0,1.0
2,19,hfer,1.0,-1.0
2,19,spectral_radius,1.0,-1.0
2,20,fiedler_value,1.0,-1.0
2,20,connectivity_ratio,1.0,-1.0
2,20,spectral_entropy_norm,1.0,1.0
2,20,hfer,1.0,-1.0
2,20,spectral_radius,1.0,-1.0
2,21,fiedler_value,1.0,-1.0
2,21,connectivity_ratio,1.0,-1.0
2,21,spectral_entropy_norm,1.0,1.0
2,21,hfer,1.0,-1.0
2,21,spectral_radius,1.0,1.0
2,22,fiedler_value,1.0,1.0
2,22,connectivity_ratio,1.0,1.0
2,22,spectral_entropy_norm,1.0,1.0
2,22,hfer,1.0,-1.0
2,22,spectral_radius,1.0,1.0
2,23,fiedler_value,1.0,-1.0
2,23,connectivity_ratio,1.0,1.0
2,23,spectral_entropy_norm,1.0,1.0
2,23,hfer,1.0,-1.0
2,23,spectral_radius,1.0,-1.0
2,24,fiedler_value,1.0,-1.0
2,24,connectivity_ratio,1.0,-1.0
2,24,spectral_entropy_norm,1.0,-1.0
2,24,hfer,1.0,1.0
2,24,spectral_radius,1.0,-1.0
2,25,fiedler_value,1.0,-1.0
2,25,connectivity_ratio,1.0,1.0
2,25,spectral_entropy_norm,1.0,1.0
2,25,hfer,1.0,1.0
2,25,spectral_radius,1.0,-1.0
2,26,fiedler_value,1.0,1.0
2,26,connectivity_ratio,1.0,1.0
2,26,spectral_entropy_norm,1.0,1.0
2,26,hfer,1.0,-1.0
2,26,spectral_radius,1.0,-1.0
2,27,fiedler_value,1.0,1.0
2,27,connectivity_ratio,1.0,-1.0
2,27,spectral_entropy_norm,1.0,1.0
2,27,hfer,1.0,-1.0
2,27,spectral_radius,1.0,1.0
2,28,fiedler_value,1.0,-1.0
2,28,connectivity_ratio,1.0,-1.0
2,28,spectral_entropy_norm,1.0,-1.0
2,28,hfer,1.0,1.0
2,28,spectral_radius,1.0,-1.0
2,29,fiedler_value,1.0,-1.0
2,29,connectivity_ratio,1.0,-1.0
2,29,spectral_entropy_norm,1.0,1.0
2,29,hfer,1.0,-1.0
2,29,spectral_radius,1.0,1.0
2,30,fiedler_value,1.0,-1.0
2,30,connectivity_ratio,1.0,1.0
2,30,spectral_entropy_norm,1.0,1.0
2,30,hfer,1.0,1.0
2,30,spectral_radius,1.0,-1.0
2,31,fiedler_value,1.0,-1.0
2,31,connectivity_ratio,1.0,-1.0
2,31,spectral_entropy_norm,1.0,-1.0
2,31,hfer,1.0,1.0
2,31,spectral_radius,1.0,-1.0
3,0,fiedler_value,1.0,-1.0
3,0,connectivity_ratio,1.0,-1.0
3,0,spectral_entropy_norm,1.0,1.0
3,0,hfer,1.0,-1.0
3,0,spectral_radius,1.0,-1.0
3,1,fiedler_value,1.0,-1.0
3,1,connectivity_ratio,1.0,-1.0
3,1,spectral_entropy_norm,1.0,1.0
3,1,hfer,1.0,-1.0
3,1,spectral_radius,1.0,-1.0
3,2,fiedler_value,1.0,-1.0
3,2,connectivity_ratio,1.0,-1.0
3,2,spectral_entropy_norm,1.0,1.0
3,2,hfer,1.0,1.0
3,2,spectral_radius,1.0,-1.0
3,3,fiedler_value,1.0,-1.0
3,3,connectivity_ratio,1.0,-1.0
3,3,spectral_entropy_norm,1.0,1.0
3,3,hfer,1.0,1.0
3,3,spectral_radius,1.0,-1.0
3,4,fiedler_value,1.0,1.0
3,4,connectivity_ratio,1.0,1.0
3,4,spectral_entropy_norm,1.0,1.0
3,4,hfer,1.0,-1.0
3,4,spectral_radius,1.0,1.0
3,5,fiedler_value,1.0,1.0
3,5,connectivity_ratio,1.0,1.0
3,5,spectral_entropy_norm,1.0,-1.0
3,5,hfer,1.0,1.0
3,5,spectral_radius,1.0,1.0
3,6,fiedler_value,1.0,-1.0
3,6,connectivity_ratio,1.0,-1.0
3,6,spectral_entropy_norm,1.0,1.0
3,6,hfer,1.0,1.0
3,6,spectral_radius,1.0,1.0
3,7,fiedler_value,1.0,1.0
3,7,connectivity_ratio,1.0,-1.0
3,7,spectral_entropy_norm,1.0,1.0
3,7,hfer,1.0,-1.0
3,7,spectral_radius,1.0,1.0
3,8,fiedler_value,1.0,-1.0
3,8,connectivity_ratio,1.0,-1.0
3,8,spectral_entropy_norm,1.0,-1.0
3,8,hfer,1.0,1.0
3,8,spectral_radius,1.0,-1.0
3,9,fiedler_value,1.0,-1.0
3,9,connectivity_ratio,1.0,-1.0
3,9,spectral_entropy_norm,1.0,1.0
3,9,hfer,1.0,1.0
3,9,spectral_radius,1.0,1.0
3,10,fiedler_value,1.0,1.0
3,10,connectivity_ratio,1.0,1.0
3,10,spectral_entropy_norm,1.0,1.0
3,10,hfer,1.0,-1.0
3,10,spectral_radius,1.0,-1.0
3,11,fiedler_value,1.0,-1.0
3,11,connectivity_ratio,1.0,-1.0
3,11,spectral_entropy_norm,1.0,1.0
3,11,hfer,1.0,-1.0
3,11,spectral_radius,1.0,1.0
3,12,fiedler_value,1.0,1.0
3,12,connectivity_ratio,1.0,1.0
3,12,spectral_entropy_norm,1.0,1.0
3,12,hfer,1.0,-1.0
3,12,spectral_radius,1.0,-1.0
3,13,fiedler_value,1.0,-1.0
3,13,connectivity_ratio,1.0,-1.0
3,13,spectral_entropy_norm,1.0,1.0
3,13,hfer,1.0,-1.0
3,13,spectral_radius,1.0,-1.0
3,14,fiedler_value,1.0,1.0
3,14,connectivity_ratio,1.0,1.0
3,14,spectral_entropy_norm,1.0,1.0
3,14,hfer,1.0,-1.0
3,14,spectral_radius,1.0,-1.0
3,15,fiedler_value,1.0,1.0
3,15,connectivity_ratio,1.0,1.0
3,15,spectral_entropy_norm,1.0,1.0
3,15,hfer,1.0,-1.0
3,15,spectral_radius,1.0,1.0
3,16,fiedler_value,1.0,-1.0
3,16,connectivity_ratio,1.0,-1.0
3,16,spectral_entropy_norm,1.0,1.0
3,16,hfer,1.0,1.0
3,16,spectral_radius,1.0,1.0
3,17,fiedler_value,1.0,-1.0
3,17,connectivity_ratio,1.0,-1.0
3,17,spectral_entropy_norm,1.0,1.0
3,17,hfer,1.0,1.0
3,17,spectral_radius,1.0,-1.0
3,18,fiedler_value,1.0,-1.0
3,18,connectivity_ratio,1.0,-1.0
3,18,spectral_entropy_norm,1.0,1.0
3,18,hfer,1.0,-1.0
3,18,spectral_radius,1.0,1.0
3,19,fiedler_value,1.0,-1.0
3,19,connectivity_ratio,1.0,-1.0
3,19,spectral_entropy_norm,1.0,1.0
3,19,hfer,1.0,1.0
3,19,spectral_radius,1.0,-1.0
3,20,fiedler_value,1.0,-1.0
3,20,connectivity_ratio,1.0,-1.0
3,20,spectral_entropy_norm,1.0,1.0
3,20,hfer,1.0,-1.0
3,20,spectral_radius,1.0,-1.0
3,21,fiedler_value,1.0,-1.0
3,21,connectivity_ratio,1.0,-1.0
3,21,spectral_entropy_norm,1.0,1.0
3,21,hfer,1.0,-1.0
3,21,spectral_radius,1.0,1.0
3,22,fiedler_value,1.0,1.0
3,22,connectivity_ratio,1.0,1.0
3,22,spectral_entropy_norm,1.0,1.0
3,22,hfer,1.0,-1.0
3,22,spectral_radius,1.0,-1.0
3,23,fiedler_value,1.0,-1.0
3,23,connectivity_ratio,1.0,-1.0
3,23,spectral_entropy_norm,1.0,1.0
3,23,hfer,1.0,-1.0
3,23,spectral_radius,1.0,-1.0
3,24,fiedler_value,1.0,-1.0
3,24,connectivity_ratio,1.0,-1.0
3,24,spectral_entropy_norm,1.0,1.0
3,24,hfer,1.0,1.0
3,24,spectral_radius,1.0,-1.0
3,25,fiedler_value,1.0,1.0
3,25,connectivity_ratio,1.0,-1.0
3,25,spectral_entropy_norm,1.0,1.0
3,25,hfer,1.0,-1.0
3,25,spectral_radius,1.0,1.0
3,26,fiedler_value,1.0,1.0
3,26,connectivity_ratio,1.0,1.0
3,26,spectral_entropy_norm,1.0,1.0
3,26,hfer,1.0,-1.0
3,26,spectral_radius,1.0,1.0
3,27,fiedler_value,1.0,1.0
3,27,connectivity_ratio,1.0,1.0
3,27,spectral_entropy_norm,1.0,1.0
3,27,hfer,1.0,-1.0
3,27,spectral_radius,1.0,-1.0
3,28,fiedler_value,1.0,-1.0
3,28,connectivity_ratio,1.0,-1.0
3,28,spectral_entropy_norm,1.0,-1.0
3,28,hfer,1.0,1.0
3,28,spectral_radius,1.0,-1.0
3,29,fiedler_value,1.0,-1.0
3,29,connectivity_ratio,1.0,-1.0
3,29,spectral_entropy_norm,1.0,1.0
3,29,hfer,1.0,1.0
3,29,spectral_radius,1.0,-1.0
3,30,fiedler_value,1.0,1.0
3,30,connectivity_ratio,1.0,1.0
3,30,spectral_entropy_norm,1.0,-1.0
3,30,hfer,1.0,1.0
3,30,spectral_radius,1.0,-1.0
3,31,fiedler_value,1.0,-1.0
3,31,connectivity_ratio,1.0,1.0
3,31,spectral_entropy_norm,1.0,1.0
3,31,hfer,1.0,1.0
3,31,spectral_radius,1.0,-1.0
4,0,fiedler_value,1.0,1.0
4,0,connectivity_ratio,1.0,1.0
4,0,spectral_entropy_norm,1.0,1.0
4,0,hfer,1.0,-1.0
4,0,spectral_radius,1.0,-1.0
4,1,fiedler_value,1.0,-1.0
4,1,connectivity_ratio,1.0,-1.0
4,1,spectral_entropy_norm,1.0,1.0
4,1,hfer,1.0,1.0
4,1,spectral_radius,1.0,-1.0
4,2,fiedler_value,1.0,-1.0
4,2,connectivity_ratio,1.0,-1.0
4,2,spectral_entropy_norm,1.0,1.0
4,2,hfer,1.0,-1.0
4,2,spectral_radius,1.0,1.0
4,3,fiedler_value,1.0,-1.0
4,3,connectivity_ratio,1.0,-1.0
4,3,spectral_entropy_norm,1.0,1.0
4,3,hfer,1.0,-1.0
4,3,spectral_radius,1.0,-1.0
4,4,fiedler_value,1.0,1.0
4,4,connectivity_ratio,1.0,1.0
4,4,spectral_entropy_norm,1.0,1.0
4,4,hfer,1.0,1.0
4,4,spectral_radius,1.0,-1.0
4,5,fiedler_value,1.0,-1.0
4,5,connectivity_ratio,1.0,-1.0
4,5,spectral_entropy_norm,1.0,1.0
4,5,hfer,1.0,-1.0
4,5,spectral_radius,1.0,-1.0
4,6,fiedler_value,1.0,-1.0
4,6,connectivity_ratio,1.0,-1.0
4,6,spectral_entropy_norm,1.0,1.0
4,6,hfer,1.0,-1.0
4,6,spectral_radius,1.0,-1.0
4,7,fiedler_value,1.0,-1.0
4,7,connectivity_ratio,1.0,-1.0
4,7,spectral_entropy_norm,1.0,1.0
4,7,hfer,1.0,-1.0
4,7,spectral_radius,1.0,1.0
4,8,fiedler_value,1.0,1.0
4,8,connectivity_ratio,1.0,1.0
4,8,spectral_entropy_norm,1.0,1.0
4,8,hfer,1.0,-1.0
4,8,spectral_radius,1.0,-1.0
4,9,fiedler_value,1.0,-1.0
4,9,connectivity_ratio,1.0,-1.0
4,9,spectral_entropy_norm,1.0,1.0
4,9,hfer,1.0,-1.0
4,9,spectral_radius,1.0,-1.0
4,10,fiedler_value,1.0,-1.0
