layer,head,metric,auroc,direction
3,7,spectral_radius,1.0,-1.0
3,8,fiedler_value,1.0,-1.0
3,8,connectivity_ratio,1.0,-1.0
3,8,spectral_entropy_norm,1.0,1.0
3,8,hfer,1.0,-1.0
3,8,spectral_radius,1.0,-1.0
3,9,fiedler_value,1.0,-1.0
3,9,connectivity_ratio,1.0,-1.0
3,9,spectral_entropy_norm,1.0,1.0
3,9,hfer,1.0,-1.0
3,9,spectral_radius,1.0,1.0
3,10,fiedler_value,1.0,-1.0
3,10,connectivity_ratio,1.0,-1.0
3,10,spectral_entropy_norm,1.0,1.0
3,10,hfer,1.0,-1.0
3,10,spectral_radius,1.0,1.0
3,11,fiedler_value,1.0,-1.0
3,11,connectivity_ratio,1.0,-1.0
3,11,spectral_entropy_norm,1.0,1.0
3,11,hfer,1.0,1.0
3,11,spectral_radius,1.0,-1.0
3,12,fiedler_value,1.0,1.0
3,12,connectivity_ratio,1.0,1.0
3,12,spectral_entropy_norm,1.0,1.0
3,12,hfer,1.0,-1.0
3,12,spectral_radius,1.0,-1.0
3,13,fiedler_value,1.0,-1.0
3,13,connectivity_ratio,1.0,-1.0
3,13,spectral_entropy_norm,1.0,1.0
3,13,hfer,1.0,-1.0
3,13,spectral_radius,1.0,-1.0
3,14,fiedler_value,1.0,-1.0
3,14,connectivity_ratio,1.0,-1.0
3,14,spectral_entropy_norm,1.0,1.0
3,14,hfer,1.0,1.0
3,14,spectral_radius,1.0,-1.0
3,15,fiedler_value,1.0,-1.0
3,15,connectivity_ratio,1.0,-1.0
3,15,spectral_entropy_norm,1.0,1.0
3,15,hfer,1.0,1.0
3,15,spectral_radius,1.0,1.0
4,0,fiedler_value,1.0,-1.0
4,0,connectivity_ratio,1.0,-1.0
4,0,spectral_entropy_norm,1.0,1.0
4,0,hfer,1.0,-1.0
4,0,spectral_radius,1.0,1.0
4,1,fiedler_value,1.0,-1.0
4,1,connectivity_ratio,1.0,-1.0
4,1,spectral_entropy_norm,1.0,1.0
4,1,hfer,1.0,-1.0
4,1,spectral_radius,1.0,-1.0
4,2,fiedler_value,1.0,1.0
4,2,connectivity_ratio,1.0,1.0
4,2,spectral_entropy_norm,1.0,1.0
4,2,hfer,1.0,-1.0
4,2,spectral_radius,1.0,-1.0
4,3,fiedler_value,1.0,1.0
4,3,connectivity_ratio,1.0,-1.0
4,3,spectral_entropy_norm,1.0,1.0
4,3,hfer,1.0,1.0
4,3,spectral_radius,1.0,1.0
4,4,fiedler_value,1.0,1.0
4,4,connectivity_ratio,1.0,1.0
4,4,spectral_entropy_norm,1.0,1.0
4,4,hfer,1.0,-1.0
4,4,spectral_radius,1.0,1.0
4,5,fiedler_value,1.0,-1.0
4,5,connectivity_ratio,1.0,-1.0
4,5,spectral_entropy_norm,1.0,1.0
4,5,hfer,1.0,-1.0
4,5,spectral_radius,1.0,-1.0
4,6,fiedler_value,1.0,-1.0
4,6,connectivity_ratio,1.0,-1.0
4,6,spectral_entropy_norm,1.0,1.0
4,6,hfer,1.0,-1.0
4,6,spectral_radius,1.0,1.0
4,7,fiedler_value,1.0,-1.0
4,7,connectivity_ratio,1.0,-1.0
4,7,spectral_entropy_norm,1.0,-1.0
4,7,hfer,1.0,1.0
4,7,spectral_radius,1.0,-1.0
4,8,fiedler_value,1.0,-1.0
4,8,connectivity_ratio,1.0,-1.0
4,8,spectral_entropy_norm,1.0,1.0
4,8,hfer,1.0,1.0
4,8,spectral_radius,1.0,-1.0
4,9,fiedler_value,1.0,1.0
4,9,connectivity_ratio,1.0,1.0
4,9,spectral_entropy_norm,1.0,1.0
4,9,hfer,1.0,-1.0
4,9,spectral_radius,1.0,-1.0
4,10,fiedler_value,1.0,-1.0
4,10,connectivity_ratio,1.0,-1.0
4,10,spectral_entropy_norm,1.0,1.0
4,10,hfer,1.0,-1.0
4,10,spectral_radius,1.0,1.0
4,11,fiedler_value,1.0,1.0
4,11,connectivity_ratio,1.0,1.0
4,11,spectral_entropy_norm,1.0,1.0
4,11,hfer,1.0,-1.0
4,11,spectral_radius,1.0,-1.0
4,12,fiedler_value,1.0,-1.0
4,12,connectivity_ratio,1.0,-1.0
4,12,spectral_entropy_norm,1.0,1.0
4,12,hfer,1.0,-1.0
4,12,spectral_radius,1.0,-1.0
4,13,fiedler_value,1.0,-1.0
4,13,connectivity_ratio,1.0,-1.0
4,13,spectral_entropy_norm,1.0,1.0
4,13,hfer,1.0,-1.0
4,13,spectral_radius,1.0,-1.0
4,14,fiedler_value,1.0,-1.0
4,14,connectivity_ratio,1.0,-1.0
4,14,spectral_entropy_norm,1.0,1.0
4,14,hfer,1.0,-1.0
4,14,spectral_radius,1.0,1.0
4,15,fiedler_value,1.0,1.0
4,15,connectivity_ratio,1.0,1.0
4,15,spectral_entropy_norm,1.0,1.0
4,15,hfer,1.0,-1.0
4,15,spectral_radius,1.0,-1.0
5,0,fiedler_value,1.0,-1.0
5,0,connectivity_ratio,1.0,-1.0
5,0,spectral_entropy_norm,1.0,1.0
5,0,hfer,1.0,-1.0
5,0,spectral_radius,1.0,-1.0
5,1,fiedler_value,1.0,-1.0
5,1,connectivity_ratio,1.0,-1.0
5,1,spectral_entropy_norm,1.0,1.0
5,1,hfer,1.0,-1.0
5,1,spectral_radius,1.0,-1.0
5,2,fiedler_value,1.0,-1.0
5,2,connectivity_ratio,1.0,1.0
5,2,spectral_entropy_norm,1.0,1.0
5,2,hfer,1.0,-1.0
5,2,spectral_radius,1.0,-1.0
5,3,fiedler_value,1.0,1.0
5,3,connectivity_ratio,1.0,1.0
5,3,spectral_entropy_norm,1.0,1.0
5,3,hfer,1.0,-1.0
5,3,spectral_radius,1.0,-1.0
5,4,fiedler_value,1.0,-1.0
5,4,connectivity_ratio,1.0,1.0
5,4,spectral_entropy_norm,1.0,1.0
5,4,hfer,1.0,-1.0
5,4,spectral_radius,1.0,-1.0
5,5,fiedler_value,1.0,1.0
5,5,connectivity_ratio,1.0,1.0
5,5,spectral_entropy_norm,1.0,1.0
5,5,hfer,1.0,-1.0
5,5,spectral_radius,1.0,-1.0
5,6,fiedler_value,1.0,1.0
5,6,connectivity_ratio,1.0,1.0
5,6,spectral_entropy_norm,1.0,1.0
5,6,hfer,1.0,-1.0
5,6,spectral_radius,1.0,-1.0
5,7,fiedler_value,1.0,-1.0
5,7,connectivity_ratio,1.0,1.0
5,7,spectral_entropy_norm,1.0,1.0
5,7,hfer,1.0,1.0
5,7,spectral_radius,1.0,-1.0
5,8,fiedler_value,1.0,-1.0
5,8,connectivity_ratio,1.0,-1.0
5,8,spectral_entropy_norm,1.0,1.0
5,8,hfer,1.0,-1.0
5,8,spectral_radius,1.0,-1.0
5,9,fiedler_value,1.0,-1.0
5,9,connectivity_ratio,1.0,-1.0
5,9,spectral_entropy_norm,1.0,1.0
5,9,hfer,1.0,-1.0
5,9,spectral_radius,1.0,1.0
5,10,fiedler_value,1.0,-1.0
5,10,connectivity_ratio,1.0,-1.0
5,10,spectral_entropy_norm,1.0,1.0
5,10,hfer,1.0,-1.0
5,10,spectral_radius,1.0,-1.0
5,11,fiedler_value,1.0,-1.0
5,11,connectivity_ratio,1.0,-1.0
5,11,spectral_entropy_norm,1.0,1.0
5,11,hfer,1.0,-1.0
5,11,spectral_radius,1.0,1.0
5,12,fiedler_value,1.0,-1.0
5,12,connectivity_ratio,1.0,-1.0
5,12,spectral_entropy_norm,1.0,1.0
5,12,hfer,1.0,-1.0
5,12,spectral_radius,1.0,-1.0
5,13,fiedler_value,1.0,1.0
5,13,connectivity_ratio,1.0,1.0
5,13,spectral_entropy_norm,1.0,1.0
5,13,hfer,1.0,-1.0
5,13,spectral_radius,1.0,1.0
5,14,fiedler_value,1.0,-1.0
5,14,connectivity_ratio,1.0,-1.0
5,14,spectral_entropy_norm,1.0,1.0
5,14,hfer,1.0,-1.0
5,14,spectral_radius,1.0,1.0
5,15,fiedler_value,1.0,-1.0
5,15,connectivity_ratio,1.0,-1.0
5,15,spectral_entropy_norm,1.0,1.0
5,15,hfer,1.0,-1.0
5,15,spectral_radius,1.0,1.0
6,0,fiedler_value,1.0,-1.0
6,0,connectivity_ratio,1.0,-1.0
6,0,spectral_entropy_norm,1.0,1.0
6,0,hfer,1.0,1.0
6,0,spectral_radius,1.0,-1.0
6,1,fiedler_value,1.0,-1.0
6,1,connectivity_ratio,1.0,-1.0
6,1,spectral_entropy_norm,1.0,1.0
6,1,hfer,1.0,-1.0
6,1,spectral_radius,1.0,-1.0
6,2,fiedler_value,1.0,1.0
6,2,connectivity_ratio,1.0,1.0
6,2,spectral_entropy_norm,1.0,1.0
6,2,hfer,1.0,-1.0
6,2,spectral_radius,1.0,-1.0
6,3,fiedler_value,1.0,-1.0
6,3,connectivity_ratio,1.0,-1.0
6,3,spectral_entropy_norm,1.0,1.0
6,3,hfer,1.0,-1.0
6,3,spectral_radius,1.0,-1.0
6,4,fiedler_value,1.0,-1.0
6,4,connectivity_ratio,1.0,-1.0
6,4,spectral_entropy_norm,1.0,1.0
6,4,hfer,1.0,1.0
6,4,spectral_radius,1.0,-1.0
6,5,fiedler_value,1.0,1.0
6,5,connectivity_ratio,1.0,1.0
6,5,spectral_entropy_norm,1.0,1.0
6,5,hfer,1.0,1.0
6,5,spectral_radius,1.0,1.0
6,6,fiedler_value,1.0,1.0
6,6,connectivity_ratio,1.0,1.0
6,6,spectral_entropy_norm,1.0,1.0
6,6,hfer,1.0,-1.0
6,6,spectral_radius,1.0,-1.0
6,7,fiedler_value,1.0,-1.0
6,7,connectivity_ratio,1.0,-1.0
6,7,spectral_entropy_norm,1.0,1.0
6,7,hfer,1.0,-1.0
6,7,spectral_radius,1.0,-1.0
6,8,fiedler_value,1.0,-1.0
6,8,connectivity_ratio,1.0,-1.0
6,8,spectral_entropy_norm,1.0,1.0
6,8,hfer,1.0,-1.0
6,8,spectral_radius,1.0,-1.0
6,9,fiedler_value,1.0,1.0
6,9,connectivity_ratio,1.0,1.0
6,9,spectral_entropy_norm,1.0,1.0
6,9,hfer,1.0,-1.0
6,9,spectral_radius,1.0,1.0
6,10,fiedler_value,1.0,1.0
6,10,connectivity_ratio,1.0,-1.0
6,10,spectral_entropy_norm,1.0,1.0
6,10,hfer,1.0,-1.0
6,10,spectral_radius,1.0,1.0
6,11,fiedler_value,1.0,1.0
6,11,connectivity_ratio,1.0,1.0
6,11,spectral_entropy_norm,1.0,1.0
6,11,hfer,1.0,-1.0
6,11,spectral_radius,1.0,-1.0
6,12,fiedler_value,1.0,-1.0
6,12,connectivity_ratio,1.0,-1.0
6,12,spectral_entropy_norm,1.0,1.0
6,12,hfer,1.0,-1.0
6,12,spectral_radius,1.0,-1.0
6,13,fiedler_value,1.0,-1.0
6,13,connectivity_ratio,1.0,-1.0
6,13,spectral_entropy_norm,1.0,1.0
6,13,hfer,1.0,-1.0
6,13,spectral_radius,1.0,1.0
6,14,fiedler_value,1.0,-1.0
6,14,connectivity_ratio,1.0,1.0
6,14,spectral_entropy_norm,1.0,1.0
6,14,hfer,1.0,-1.0
6,14,spectral_radius,1.0,-1.0
6,15,fiedler_value,1.0,-1.0
6,15,connectivity_ratio,1.0,-1.0
6,15,spectral_entropy_norm,1.0,1.0
6,15,hfer,1.0,-1.0
6,15,spectral_radius,1.0,-1.0
7,0,fiedler_value,1.0,-1.0
7,0,connectivity_ratio,1.0,-1.0
7,0,spectral_entropy_norm,1.0,1.0
7,0,hfer,1.0,1.0
7,0,spectral_radius,1.0,-1.0
7,1,fiedler_value,1.0,-1.0
7,1,connectivity_ratio,1.0,-1.0
7,1,spectral_entropy_norm,1.0,1.0
7,1,hfer,1.0,-1.0
7,1,spectral_radius,1.0,-1.0
7,2,fiedler_value,1.0,-1.0
7,2,connectivity_ratio,1.0,-1.0
7,2,spectral_entropy_norm,1.0,-1.0
7,2,hfer,1.0,1.0
7,2,spectral_radius,1.0,-1.0
7,3,fiedler_value,1.0,1.0
7,3,connectivity_ratio,1.0,1.0
7,3,spectral_entropy_norm,1.0,1.0
7,3,hfer,1.0,-1.0
7,3,spectral_radius,1.0,-1.0
7,4,fiedler_value,1.0,-1.0
7,4,connectivity_ratio,1.0,-1.0
7,4,spectral_entropy_norm,1.0,1.0
7,4,hfer,1.0,-1.0
7,4,spectral_radius,1.0,-1.0
7,5,fiedler_value,1.0,-1.0
7,5,connectivity_ratio,1.0,-1.0
7,5,spectral_entropy_norm,1.0,1.0
7,5,hfer,1.0,1.0
7,5,spectral_radius,1.0,1.0
7,6,fiedler_value,1.0,1.0
7,6,connectivity_ratio,1.0,1.0
7,6,spectral_entropy_norm,1.0,1.0
7,6,hfer,1.0,-1.0
7,6,spectral_radius,1.0,1.0
7,7,fiedler_value,1.0,-1.0
7,7,connectivity_ratio,1.0,-1.0
7,7,spectral_entropy_norm,1.0,-1.0
7,7,hfer,1.0,1.0
7,7,spectral_radius,1.0,-1.0
7,8,fiedler_value,1.0,1.0
7,8,connectivity_ratio,1.0,1.0
7,8,spectral_entropy_norm,1.0,1.0
7,8,hfer,1.0,-1.0
7,8,spectral_radius,1.0,-1.0
7,9,fiedler_value,1.0,-1.0
7,9,connectivity_ratio,1.0,-1.0
7,9,spectral_entropy_norm,1.0,1.0
7,9,hfer,1.0,-1.0
7,9,spectral_radius,1.0,-1.0
7,10,fiedler_value,1.0,-1.0
7,10,connectivity_ratio,1.0,-1.0
7,10,spectral_entropy_norm,1.0,1.0
7,10,hfer,1.0,-1.0
7,10,spectral_radius,1.0,-1.0
7,11,fiedler_value,1.0,-1.0
7,11,connectivity_ratio,1.0,-1.0
7,11,spectral_entropy_norm,1.0,1.0
7,11,hfer,1.0,-1.0
7,11,spectral_radius,1.0,-1.0
7,12,fiedler_value,1.0,1.0
7,12,connectivity_ratio,1.0,1.0
7,12,spectral_entropy_norm,1.0,1.0
7,12,hfer,1.0,-1.0
7,12,spectral_radius,1.0,-1.0
7,13,fiedler_value,1.0,-1.0
7,13,connectivity_ratio,1.0,-1.0
7,13,spectral_entropy_norm,1.0,1.0
7,13,hfer,1.0,-1.0
7,13,spectral_radius,1.0,-1.0
7,14,fiedler_value,1.0,-1.0
7,14,connectivity_ratio,1.0,-1.0
7,14,spectral_entropy_norm,1.0,1.0
7,14,hfer,1.0,-1.0
7,14,spectral_radius,1.0,-1.0
7,15,fiedler_value,1.0,-1.0
7,15,connectivity_ratio,1.0,-1.0
7,15,spectral_entropy_norm,1.0,1.0
7,15,hfer,1.0,-1.0
7,15,spectral_radius,1.0,1.0
8,0,fiedler_value,1.0,-1.0
8,0,connectivity_ratio,1.0,-1.0
8,0,spectral_entropy_norm,1.0,1.0
8,0,hfer,1.0,-1.0
8,0,spectral_radius,1.0,-1.0
8,1,fiedler_value,1.0,-1.0
8,1,connectivity_ratio,1.0,-1.0
8,1,spectral_entropy_norm,1.0,1.0
8,1,hfer,1.0,-1.0
8,1,spectral_radius,1.0,-1.0
8,2,fiedler_value,1.0,1.0
8,2,connectivity_ratio,1.0,-1.0
8,2,spectral_entropy_norm,1.0,1.0
8,2,hfer,1.0,-1.0
8,2,spectral_radius,1.0,1.0
8,3,fiedler_value,1.0,-1.0
8,3,connectivity_ratio,1.0,-1.0
8,3,spectral_entropy_norm,1.0,1.0
8,3,hfer,1.0,-1.0
8,3,spectral_radius,1.0,1.0
8,4,fiedler_value,1.0,-1.0
8,4,connectivity_ratio,1.0,-1.0
8,4,spectral_entropy_norm,1.0,1.0
8,4,hfer,1.0,1.0
8,4,spectral_radius,1.0,-1.0
8,5,fiedler_value,1.0,-1.0
8,5,connectivity_ratio,1.0,-1.0
8,5,spectral_entropy_norm,1.0,1.0
8,5,hfer,1.0,-1.0
8,5,spectral_radius,1.0,-1.0
8,6,fiedler_value,1.0,1.0
8,6,connectivity_ratio,1.0,1.0
8,6,spectral_entropy_norm,1.0,1.0
8,6,hfer,1.0,-1.0
8,6,spectral_radius,1.0,-1.0
8,7,fiedler_value,1.0,-1.0
8,7,connectivity_ratio,1.0,-1.0
8,7,spectral_entropy_norm,1.0,1.0
8,7,hfer,1.0,-1.0
8,7,spectral_radius,1.0,-1.0
8,8,fiedler_value,1.0,-1.0
8,8,connectivity_ratio,1.0,1.0
8,8,spectral_entropy_norm,1.0,1.0
8,8,hfer,1.0,-1.0
8,8,spectral_radius,1.0,-1.0
8,9,fiedler_value,1.0,1.0
8,9,connectivity_ratio,1.0,1.0
8,9,spectral_entropy_norm,1.0,1.0
8,9,hfer,1.0,-1.0
8,9,spectral_radius,1.0,1.0
8,10,fiedler_value,1.0,-1.0
8,10,connectivity_ratio,1.0,-1.0
